Arad;29026335;SCOALA GIMNAZIALA PATER GODO MIHALY DOROBANTI;Comuna Dorobanti;Arad, Comuna Dorobanti, STRADA , Numar 411, Bloc/Scara , Sector , Cod postal 315201;16341489;COMUNA DOROBANTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29026750;SCOALA GIMNAZIALA FRUMUSENI;Comuna Frumuseni;Arad, Comuna Frumuseni, Generata PRINCIPALA, Numar 184, Bloc/Scara , Sector , Cod postal 317122;16341462;COMUNA FRUMUSENI;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29027365;SCOALA GIMNAZIALA MAILAT;Comuna Vinga;Arad, Comuna Vinga, Sat MAILAT, Numar 608, Bloc/Scara , Sector , Cod postal 317401;3519607;COMUNA VINGA;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29027799;SCOALA GIMNAZIALA TABAJDI KAROLY ZERIND;Comuna Zerind;Arad, Comuna Zerind, Sat ZERIND, Numar 386, Bloc/Scara , Sector , Cod postal 317420;3519364;COMUNA ZERIND;13729380;Ministerul Educatiei Nationale
Arad;29028930;SCOALA GIMNAZIALA STEFAN CICIO-POP CONOP;Comuna Conop;Arad, Comuna Conop, STRADA STRADA, Numar 1, Bloc/Scara , Sector , Cod postal 317085;3519143;COMUNA CONOP;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29028999;SCOALA GIMNAZIALA TEODOR PACATIAN USUSAU;Comuna Ususau;Arad, Comuna Ususau, ALEE , Numar 312, Bloc/Scara , Sector , Cod postal 317375;3519194;COMUNA USUSAU;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29029641;SCOALA GIMNAZIALA SABIN DRAGOI;Comuna Petris;Arad, Comuna Petris,  , Numar 289, Bloc/Scara , Sector , Cod postal 317245;13729380;MINISTERUL EDUCATIEI NATIONALE;3519160;COMUNA PETRIS
Arad;29029838;SCOALA GIMNAZIALA SIMAND;Comuna Simand;Arad, Comuna Simand,  , Numar 1083, Bloc/Scara , Sector , Cod postal 317335;3519356;COMUNA SIMAND;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29032744;SCOALA GIMNAZIALA PILU;Comuna Pilu;Arad, Comuna Pilu, STRADA , Numar 35, Bloc/Scara , Sector , Cod postal 317255;13729380;MINISTERUL EDUCATIEI NATIONALE;3519313;COMUNA PILU
Arad;29034699;SCOALA GIMNAZIALA AUREL SEBESAN FELNAC;Comuna Felnac;Arad, Comuna Felnac, STRADA PRINCIPALA, Numar 397, Bloc/Scara , Sector , Cod postal 317125;3519518;COMUNA FELNAC;13729380;MINISTERUL EDUCATIEI NATIONALE
